method,label,l2_mean_x1e3,width_mean_x1e3,coverage_pct,diverged,problem_seed,sigma_true,rr_alpha_1,rr_alpha_2,T,T_eff,n_traj,b_n,n_bootstrap,max_a_norm,max_rho,warn_unstable,warn_assumption
RR_BATCH,RR + batch means,28.984324981694876,71.95096943538123,95.0,0,1352408539,7.004354026268703,0.2,0.1,20000,19000,100,380,500,0.6039294242984731,0.9836185308196135,False,False
RR_ORACLE,RR + oracle variance,28.984324981694627,75.26365944566136,96.0,0,1352408539,7.004354026268703,0.2,0.1,20000,19000,100,380,500,0.6039294242984731,0.9836185308196135,False,False
RR_OBM,RR + OBM,28.984324981694627,70.87310903819127,94.0,0,1352408539,7.004354026268703,0.2,0.1,20000,19000,100,380,500,0.6039294242984731,0.9836185308196135,False,False
RR_OBM_RR,RR + OBM-RR,28.984324981694627,73.88238303098,95.0,0,1352408539,7.004354026268703,0.2,0.1,20000,19000,100,380,500,0.6039294242984731,0.9836185308196135,False,False
RR_MSB,RR + MSB,28.984324981694627,70.66093406730333,95.0,0,1352408539,7.004354026268703,0.2,0.1,20000,19000,100,380,500,0.6039294242984731,0.9836185308196135,False,False
RR_BATCH,RR + batch means,20.808575372118746,21.930545256783812,94.0,0,709091226,0.6416041532524789,0.2,0.1,20000,19000,100,380,500,0.7716686336166987,0.9802060012410437,False,False
RR_ORACLE,RR + oracle variance,20.808575372119787,22.779011271485576,95.0,0,709091226,0.6416041532524789,0.2,0.1,20000,19000,100,380,500,0.7716686336166987,0.9802060012410437,False,False
RR_OBM,RR + OBM,20.808575372119787,21.33388220844603,94.0,0,709091226,0.6416041532524789,0.2,0.1,20000,19000,100,380,500,0.7716686336166987,0.9802060012410437,False,False
RR_OBM_RR,RR + OBM-RR,20.808575372119787,21.857794727678332,95.0,0,709091226,0.6416041532524789,0.2,0.1,20000,19000,100,380,500,0.7716686336166987,0.9802060012410437,False,False
RR_MSB,RR + MSB,20.808575372119787,21.176185534244546,94.0,0,709091226,0.6416041532524789,0.2,0.1,20000,19000,100,380,500,0.7716686336166987,0.9802060012410437,False,False
RR_BATCH,RR + batch means,19.250889284041044,29.164856480827503,93.0,0,938776597,1.1404076644168968,0.2,0.1,20000,19000,100,380,500,0.818841818878113,0.976899325569409,False,False
RR_ORACLE,RR + oracle variance,19.250889284041204,30.36906002275297,96.0,0,938776597,1.1404076644168968,0.2,0.1,20000,19000,100,380,500,0.818841818878113,0.976899325569409,False,False
RR_OBM,RR + OBM,19.250889284041204,28.769681280779835,95.0,0,938776597,1.1404076644168968,0.2,0.1,20000,19000,100,380,500,0.818841818878113,0.976899325569409,False,False
RR_OBM_RR,RR + OBM-RR,19.250889284041204,29.120978152002223,95.0,0,938776597,1.1404076644168968,0.2,0.1,20000,19000,100,380,500,0.818841818878113,0.976899325569409,False,False
RR_MSB,RR + MSB,19.250889284041204,28.583738810890118,95.0,0,938776597,1.1404076644168968,0.2,0.1,20000,19000,100,380,500,0.818841818878113,0.976899325569409,False,False
RR_BATCH,RR + batch means,15.695282439329636,42.09000381083064,96.0,0,1503807855,2.412941087733757,0.2,0.1,20000,19000,100,380,500,0.798555470419618,0.9609758422861282,False,False
RR_ORACLE,RR + oracle variance,15.695282439329429,44.17480545405018,97.0,0,1503807855,2.412941087733757,0.2,0.1,20000,19000,100,380,500,0.798555470419618,0.9609758422861282,False,False
RR_OBM,RR + OBM,15.695282439329429,41.79390936641195,94.0,0,1503807855,2.412941087733757,0.2,0.1,20000,19000,100,380,500,0.798555470419618,0.9609758422861282,False,False
RR_OBM_RR,RR + OBM-RR,15.695282439329429,42.024673329254504,97.0,0,1503807855,2.412941087733757,0.2,0.1,20000,19000,100,380,500,0.798555470419618,0.9609758422861282,False,False
RR_MSB,RR + MSB,15.695282439329429,41.74449406019495,94.0,0,1503807855,2.412941087733757,0.2,0.1,20000,19000,100,380,500,0.798555470419618,0.9609758422861282,False,False
RR_BATCH,RR + batch means,19.115038864070417,25.128000546906513,94.0,0,1787264314,0.8433099627428157,0.2,0.1,20000,19000,100,380,500,0.7005529485506353,0.9633826801506715,False,False
RR_ORACLE,RR + oracle variance,19.115038864070513,26.115292938319424,98.0,0,1787264314,0.8433099627428157,0.2,0.1,20000,19000,100,380,500,0.7005529485506353,0.9633826801506715,False,False
RR_OBM,RR + OBM,19.115038864070513,24.919354303396673,97.0,0,1787264314,0.8433099627428157,0.2,0.1,20000,19000,100,380,500,0.7005529485506353,0.9633826801506715,False,False
RR_OBM_RR,RR + OBM-RR,19.115038864070513,25.112504934544454,94.0,0,1787264314,0.8433099627428157,0.2,0.1,20000,19000,100,380,500,0.7005529485506353,0.9633826801506715,False,False
RR_MSB,RR + MSB,19.115038864070513,24.946609064281905,96.0,0,1787264314,0.8433099627428157,0.2,0.1,20000,19000,100,380,500,0.7005529485506353,0.9633826801506715,False,False
RR_BATCH,RR + batch means,19.729884089408106,52.936517098077275,90.0,0,345075200,3.8984762994739355,0.2,0.1,20000,19000,100,380,500,0.7292263339413828,0.9570228667303432,False,False
RR_ORACLE,RR + oracle variance,19.729884089408234,56.14986744677822,95.0,0,345075200,3.8984762994739355,0.2,0.1,20000,19000,100,380,500,0.7292263339413828,0.9570228667303432,False,False
RR_OBM,RR + OBM,19.729884089408234,52.88945586347447,90.0,0,345075200,3.8984762994739355,0.2,0.1,20000,19000,100,380,500,0.7292263339413828,0.9570228667303432,False,False
RR_OBM_RR,RR + OBM-RR,19.729884089408234,54.11508761982154,92.0,0,345075200,3.8984762994739355,0.2,0.1,20000,19000,100,380,500,0.7292263339413828,0.9570228667303432,False,False
RR_MSB,RR + MSB,19.729884089408234,52.403205197699876,91.0,0,345075200,3.8984762994739355,0.2,0.1,20000,19000,100,380,500,0.7292263339413828,0.9570228667303432,False,False
RR_BATCH,RR + batch means,19.87714799408354,51.336950609502466,90.0,0,1728218298,3.5742347952439077,0.2,0.1,20000,19000,100,380,500,0.802814012501832,0.9595683087022744,False,False
RR_ORACLE,RR + oracle variance,19.877147994083714,53.764155113198974,94.0,0,1728218298,3.5742347952439077,0.2,0.1,20000,19000,100,380,500,0.802814012501832,0.9595683087022744,False,False
RR_OBM,RR + OBM,19.877147994083714,52.30274756589735,94.0,0,1728218298,3.5742347952439077,0.2,0.1,20000,19000,100,380,500,0.802814012501832,0.9595683087022744,False,False
RR_OBM_RR,RR + OBM-RR,19.877147994083714,52.09194034993427,92.0,0,1728218298,3.5742347952439077,0.2,0.1,20000,19000,100,380,500,0.802814012501832,0.9595683087022744,False,False
RR_MSB,RR + MSB,19.877147994083714,51.384290782253046,94.0,0,1728218298,3.5742347952439077,0.2,0.1,20000,19000,100,380,500,0.802814012501832,0.9595683087022744,False,False
RR_BATCH,RR + batch means,21.236723489861244,51.06243995602275,91.0,0,934620677,3.37104561229576,0.2,0.1,20000,19000,100,380,500,0.7674081319090251,0.96550879251693,False,False
RR_ORACLE,RR + oracle variance,21.2367234898615,52.21359553202851,93.0,0,934620677,3.37104561229576,0.2,0.1,20000,19000,100,380,500,0.7674081319090251,0.96550879251693,False,False
RR_OBM,RR + OBM,21.2367234898615,49.48816745565449,92.0,0,934620677,3.37104561229576,0.2,0.1,20000,19000,100,380,500,0.7674081319090251,0.96550879251693,False,False
RR_OBM_RR,RR + OBM-RR,21.2367234898615,51.37973992857785,92.0,0,934620677,3.37104561229576,0.2,0.1,20000,19000,100,380,500,0.7674081319090251,0.96550879251693,False,False
RR_MSB,RR + MSB,21.2367234898615,49.066166281109695,92.0,0,934620677,3.37104561229576,0.2,0.1,20000,19000,100,380,500,0.7674081319090251,0.96550879251693,False,False
RR_BATCH,RR + batch means,20.732766420275077,51.864308969781646,94.0,0,670802254,3.427604295372431,0.2,0.1,20000,19000,100,380,500,0.7803566706151667,0.9591163685199341,False,False
RR_ORACLE,RR + oracle variance,20.7327664202755,52.649787832445995,96.0,0,670802254,3.427604295372431,0.2,0.1,20000,19000,100,380,500,0.7803566706151667,0.9591163685199341,False,False
RR_OBM,RR + OBM,20.7327664202755,50.853705215382135,95.0,0,670802254,3.427604295372431,0.2,0.1,20000,19000,100,380,500,0.7803566706151667,0.9591163685199341,False,False
RR_OBM_RR,RR + OBM-RR,20.7327664202755,51.79845077866091,95.0,0,670802254,3.427604295372431,0.2,0.1,20000,19000,100,380,500,0.7803566706151667,0.9591163685199341,False,False
RR_MSB,RR + MSB,20.7327664202755,50.331637350010105,95.0,0,670802254,3.427604295372431,0.2,0.1,20000,19000,100,380,500,0.7803566706151667,0.9591163685199341,False,False
RR_BATCH,RR + batch means,24.841600207841573,36.00544015811869,98.0,0,832103482,1.8467872299257386,0.2,0.1,20000,19000,100,380,500,0.609236402748877,0.9719750872813987,False,False
RR_ORACLE,RR + oracle variance,24.841600207841775,38.646459889193636,98.0,0,832103482,1.8467872299257386,0.2,0.1,20000,19000,100,380,500,0.609236402748877,0.9719750872813987,False,False
RR_OBM,RR + OBM,24.841600207841775,36.1161217081216,98.0,0,832103482,1.8467872299257386,0.2,0.1,20000,19000,100,380,500,0.609236402748877,0.9719750872813987,False,False
RR_OBM_RR,RR + OBM-RR,24.841600207841775,35.41109679970285,95.0,0,832103482,1.8467872299257386,0.2,0.1,20000,19000,100,380,500,0.609236402748877,0.9719750872813987,False,False
RR_MSB,RR + MSB,24.841600207841775,35.842221925595595,96.0,0,832103482,1.8467872299257386,0.2,0.1,20000,19000,100,380,500,0.609236402748877,0.9719750872813987,False,False
RR_BATCH,RR + batch means,24.88853652626772,40.46377381252446,93.0,0,1648932250,2.339013830207248,0.2,0.1,20000,19000,100,380,500,0.6991674983530618,0.972203257911216,False,False
RR_ORACLE,RR + oracle variance,24.888536526268446,43.492831374897875,94.0,0,1648932250,2.339013830207248,0.2,0.1,20000,19000,100,380,500,0.6991674983530618,0.972203257911216,False,False
RR_OBM,RR + OBM,24.888536526268446,40.60814982450558,95.0,0,1648932250,2.339013830207248,0.2,0.1,20000,19000,100,380,500,0.6991674983530618,0.972203257911216,False,False
RR_OBM_RR,RR + OBM-RR,24.888536526268446,41.54832390972585,95.0,0,1648932250,2.339013830207248,0.2,0.1,20000,19000,100,380,500,0.6991674983530618,0.972203257911216,False,False
RR_MSB,RR + MSB,24.888536526268446,40.08197850654373,95.0,0,1648932250,2.339013830207248,0.2,0.1,20000,19000,100,380,500,0.6991674983530618,0.972203257911216,False,False
RR_BATCH,RR + batch means,18.080925534827273,26.636002111722046,91.0,0,1807519525,0.9723897426489855,0.2,0.1,20000,19000,100,380,500,0.7894567361140395,0.9674766768483056,False,False
RR_ORACLE,RR + oracle variance,18.0809255348276,28.042806204092745,92.0,0,1807519525,0.9723897426489855,0.2,0.1,20000,19000,100,380,500,0.7894567361140395,0.9674766768483056,False,False
RR_OBM,RR + OBM,18.0809255348276,26.83643069816271,91.0,0,1807519525,0.9723897426489855,0.2,0.1,20000,19000,100,380,500,0.7894567361140395,0.9674766768483056,False,False
RR_OBM_RR,RR + OBM-RR,18.0809255348276,27.048903444091515,90.0,0,1807519525,0.9723897426489855,0.2,0.1,20000,19000,100,380,500,0.7894567361140395,0.9674766768483056,False,False
RR_MSB,RR + MSB,18.0809255348276,26.551196946871613,91.0,0,1807519525,0.9723897426489855,0.2,0.1,20000,19000,100,380,500,0.7894567361140395,0.9674766768483056,False,False
RR_BATCH,RR + batch means,22.451957494483185,46.25112119093267,92.0,0,1928628491,2.7944941096607088,0.2,0.1,20000,19000,100,380,500,0.7886025025448311,0.9730379108273683,False,False
RR_ORACLE,RR + oracle variance,22.451957494483555,47.53931126072378,96.0,0,1928628491,2.7944941096607088,0.2,0.1,20000,19000,100,380,500,0.7886025025448311,0.9730379108273683,False,False
RR_OBM,RR + OBM,22.451957494483555,45.304393460689475,93.0,0,1928628491,2.7944941096607088,0.2,0.1,20000,19000,100,380,500,0.7886025025448311,0.9730379108273683,False,False
RR_OBM_RR,RR + OBM-RR,22.451957494483555,45.39313171810953,92.0,0,1928628491,2.7944941096607088,0.2,0.1,20000,19000,100,380,500,0.7886025025448311,0.9730379108273683,False,False
RR_MSB,RR + MSB,22.451957494483555,45.23707335522992,94.0,0,1928628491,2.7944941096607088,0.2,0.1,20000,19000,100,380,500,0.7886025025448311,0.9730379108273683,False,False
RR_BATCH,RR + batch means,17.802426454904584,31.699628888497706,93.0,0,619179888,1.3904310474496269,0.2,0.1,20000,19000,100,380,500,0.8181650406233747,0.957962340095406,False,False
RR_ORACLE,RR + oracle variance,17.802426454904776,33.533278401870206,95.0,0,619179888,1.3904310474496269,0.2,0.1,20000,19000,100,380,500,0.8181650406233747,0.957962340095406,False,False
RR_OBM,RR + OBM,17.802426454904776,31.89720673552724,97.0,0,619179888,1.3904310474496269,0.2,0.1,20000,19000,100,380,500,0.8181650406233747,0.957962340095406,False,False
RR_OBM_RR,RR + OBM-RR,17.802426454904776,31.706012584562703,94.0,0,619179888,1.3904310474496269,0.2,0.1,20000,19000,100,380,500,0.8181650406233747,0.957962340095406,False,False
RR_MSB,RR + MSB,17.802426454904776,31.74593687387729,95.0,0,619179888,1.3904310474496269,0.2,0.1,20000,19000,100,380,500,0.8181650406233747,0.957962340095406,False,False
RR_BATCH,RR + batch means,21.7853796091413,53.15191060795953,92.0,0,514446424,3.826453449941487,0.2,0.1,20000,19000,100,380,500,0.6650854396717192,0.9865237322781218,False,False
RR_ORACLE,RR + oracle variance,21.785379609141362,55.62877588793544,95.0,0,514446424,3.826453449941487,0.2,0.1,20000,19000,100,380,500,0.6650854396717192,0.9865237322781218,False,False
RR_OBM,RR + OBM,21.785379609141362,53.25088610461507,94.0,0,514446424,3.826453449941487,0.2,0.1,20000,19000,100,380,500,0.6650854396717192,0.9865237322781218,False,False
RR_OBM_RR,RR + OBM-RR,21.785379609141362,53.59040922611191,93.0,0,514446424,3.826453449941487,0.2,0.1,20000,19000,100,380,500,0.6650854396717192,0.9865237322781218,False,False
RR_MSB,RR + MSB,21.785379609141362,52.670937694313864,94.0,0,514446424,3.826453449941487,0.2,0.1,20000,19000,100,380,500,0.6650854396717192,0.9865237322781218,False,False
RR_BATCH,RR + batch means,17.59108973788849,37.1150893259814,94.0,0,1465647934,1.8816782005191437,0.2,0.1,20000,19000,100,380,500,0.8046305474845927,0.9606968152294643,False,False
RR_ORACLE,RR + oracle variance,17.59108973788924,39.00982149230496,96.0,0,1465647934,1.8816782005191437,0.2,0.1,20000,19000,100,380,500,0.8046305474845927,0.9606968152294643,False,False
RR_OBM,RR + OBM,17.59108973788924,37.417405099362554,94.0,0,1465647934,1.8816782005191437,0.2,0.1,20000,19000,100,380,500,0.8046305474845927,0.9606968152294643,False,False
RR_OBM_RR,RR + OBM-RR,17.59108973788924,37.09434515636834,92.0,0,1465647934,1.8816782005191437,0.2,0.1,20000,19000,100,380,500,0.8046305474845927,0.9606968152294643,False,False
RR_MSB,RR + MSB,17.59108973788924,37.12148065786053,94.0,0,1465647934,1.8816782005191437,0.2,0.1,20000,19000,100,380,500,0.8046305474845927,0.9606968152294643,False,False
RR_BATCH,RR + batch means,17.763449470617584,24.24285367709439,90.0,0,1367435608,0.7860562113867311,0.2,0.1,20000,19000,100,380,500,0.7780577788232529,0.9601545481079107,False,False
RR_ORACLE,RR + oracle variance,17.763449470617818,25.213206926834214,94.0,0,1367435608,0.7860562113867311,0.2,0.1,20000,19000,100,380,500,0.7780577788232529,0.9601545481079107,False,False
RR_OBM,RR + OBM,17.763449470617818,24.066503312163977,93.0,0,1367435608,0.7860562113867311,0.2,0.1,20000,19000,100,380,500,0.7780577788232529,0.9601545481079107,False,False
RR_OBM_RR,RR + OBM-RR,17.763449470617818,23.732089179151135,87.0,0,1367435608,0.7860562113867311,0.2,0.1,20000,19000,100,380,500,0.7780577788232529,0.9601545481079107,False,False
RR_MSB,RR + MSB,17.763449470617818,23.79658989228401,94.0,0,1367435608,0.7860562113867311,0.2,0.1,20000,19000,100,380,500,0.7780577788232529,0.9601545481079107,False,False
RR_BATCH,RR + batch means,23.989991106351596,43.81192077524121,96.0,0,300116173,2.7382898532631184,0.2,0.1,20000,19000,100,380,500,0.709263124937005,0.978121368174102,False,False
RR_ORACLE,RR + oracle variance,23.989991106351724,47.058815853835796,97.0,0,300116173,2.7382898532631184,0.2,0.1,20000,19000,100,380,500,0.709263124937005,0.978121368174102,False,False
RR_OBM,RR + OBM,23.989991106351724,44.13120138480156,97.0,0,300116173,2.7382898532631184,0.2,0.1,20000,19000,100,380,500,0.709263124937005,0.978121368174102,False,False
RR_OBM_RR,RR + OBM-RR,23.989991106351724,43.814915528780354,93.0,0,300116173,2.7382898532631184,0.2,0.1,20000,19000,100,380,500,0.709263124937005,0.978121368174102,False,False
RR_MSB,RR + MSB,23.989991106351724,43.43059184071018,96.0,0,300116173,2.7382898532631184,0.2,0.1,20000,19000,100,380,500,0.709263124937005,0.978121368174102,False,False
RR_BATCH,RR + batch means,10.950331183483431,16.12036011514328,92.0,0,929893138,0.9084848316243732,0.2,0.1,50000,49000,100,659,500,0.7969711608066093,0.9611676845272247,False,False
RR_ORACLE,RR + oracle variance,10.950331183484021,16.87869583391736,96.0,0,929893138,0.9084848316243732,0.2,0.1,50000,49000,100,659,500,0.7969711608066093,0.9611676845272247,False,False
RR_OBM,RR + OBM,10.950331183484021,16.516665582658412,96.0,0,929893138,0.9084848316243732,0.2,0.1,50000,49000,100,659,500,0.7969711608066093,0.9611676845272247,False,False
RR_OBM_RR,RR + OBM-RR,10.950331183484021,16.368449586765692,92.0,0,929893138,0.9084848316243732,0.2,0.1,50000,49000,100,659,500,0.7969711608066093,0.9611676845272247,False,False
RR_MSB,RR + MSB,10.950331183484021,16.388120789332923,95.0,0,929893138,0.9084848316243732,0.2,0.1,50000,49000,100,659,500,0.7969711608066093,0.9611676845272247,False,False
RR_BATCH,RR + batch means,13.473766634751724,20.86718764260999,91.0,0,1688060241,1.4441085443788395,0.2,0.1,50000,49000,100,659,500,0.8471715979797765,0.97691339865281,False,False
RR_ORACLE,RR + oracle variance,13.473766634751811,21.280408745966707,94.0,0,1688060241,1.4441085443788395,0.2,0.1,50000,49000,100,659,500,0.8471715979797765,0.97691339865281,False,False
RR_OBM,RR + OBM,13.473766634751811,20.684818418119146,94.0,0,1688060241,1.4441085443788395,0.2,0.1,50000,49000,100,659,500,0.8471715979797765,0.97691339865281,False,False
RR_OBM_RR,RR + OBM-RR,13.473766634751811,20.861858021394237,91.0,0,1688060241,1.4441085443788395,0.2,0.1,50000,49000,100,659,500,0.8471715979797765,0.97691339865281,False,False
RR_MSB,RR + MSB,13.473766634751811,20.52415372024604,94.0,0,1688060241,1.4441085443788395,0.2,0.1,50000,49000,100,659,500,0.8471715979797765,0.97691339865281,False,False
RR_BATCH,RR + batch means,11.864816060311417,24.139887322278994,90.0,0,1540770720,2.0848593466381438,0.2,0.1,50000,49000,100,659,500,0.8102771343106778,0.9821970848719925,False,False
RR_ORACLE,RR + oracle variance,11.864816060312224,25.569275770592874,96.0,0,1540770720,2.0848593466381438,0.2,0.1,50000,49000,100,659,500,0.8102771343106778,0.9821970848719925,False,False
RR_OBM,RR + OBM,11.864816060312224,24.534833479593594,92.0,0,1540770720,2.0848593466381438,0.2,0.1,50000,49000,100,659,500,0.8102771343106778,0.9821970848719925,False,False
RR_OBM_RR,RR + OBM-RR,11.864816060312224,24.49010849837189,90.0,0,1540770720,2.0848593466381438,0.2,0.1,50000,49000,100,659,500,0.8102771343106778,0.9821970848719925,False,False
RR_MSB,RR + MSB,11.864816060312224,24.189705282803086,92.0,0,1540770720,2.0848593466381438,0.2,0.1,50000,49000,100,659,500,0.8102771343106778,0.9821970848719925,False,False
RR_BATCH,RR + batch means,12.650135956478952,24.323156467295185,94.0,0,184566854,2.1112269925914977,0.2,0.1,50000,49000,100,659,500,0.7491233564398936,0.9591915905840974,False,False
RR_ORACLE,RR + oracle variance,12.650135956478987,25.730457697457787,93.0,0,184566854,2.1112269925914977,0.2,0.1,50000,49000,100,659,500,0.7491233564398936,0.9591915905840974,False,False
RR_OBM,RR + OBM,12.650135956478987,24.60568431057558,94.0,0,184566854,2.1112269925914977,0.2,0.1,50000,49000,100,659,500,0.7491233564398936,0.9591915905840974,False,False
RR_OBM_RR,RR + OBM-RR,12.650135956478987,24.598702215456065,92.0,0,184566854,2.1112269925914977,0.2,0.1,50000,49000,100,659,500,0.7491233564398936,0.9591915905840974,False,False
RR_MSB,RR + MSB,12.650135956478987,24.33319752733116,94.0,0,184566854,2.1112269925914977,0.2,0.1,50000,49000,100,659,500,0.7491233564398936,0.9591915905840974,False,False
RR_BATCH,RR + batch means,18.902927411638622,30.072383885696272,92.0,0,1102145673,3.154660057345609,0.2,0.1,50000,49000,100,659,500,0.7767013668421681,0.9865087667766611,False,False
RR_ORACLE,RR + oracle variance,18.902927411638945,31.4525839483353,96.0,0,1102145673,3.154660057345609,0.2,0.1,50000,49000,100,659,500,0.7767013668421681,0.9865087667766611,False,False
RR_OBM,RR + OBM,18.902927411638945,30.2069165129982,94.0,0,1102145673,3.154660057345609,0.2,0.1,50000,49000,100,659,500,0.7767013668421681,0.9865087667766611,False,False
RR_OBM_RR,RR + OBM-RR,18.902927411638945,30.24992113535255,93.0,0,1102145673,3.154660057345609,0.2,0.1,50000,49000,100,659,500,0.7767013668421681,0.9865087667766611,False,False
RR_MSB,RR + MSB,18.902927411638945,29.80410760263439,93.0,0,1102145673,3.154660057345609,0.2,0.1,50000,49000,100,659,500,0.7767013668421681,0.9865087667766611,False,False
RR_BATCH,RR + batch means,13.81456188240715,22.067785738395944,94.0,0,1843824993,1.7001381961701993,0.2,0.1,50000,49000,100,659,500,0.7788366723395868,0.9910725969960036,False,False
RR_ORACLE,RR + oracle variance,13.814561882406839,23.089905684001444,96.0,0,1843824993,1.7001381961701993,0.2,0.1,50000,49000,100,659,500,0.7788366723395868,0.9910725969960036,False,False
RR_OBM,RR + OBM,13.814561882406839,22.34536568205965,96.0,0,1843824993,1.7001381961701993,0.2,0.1,50000,49000,100,659,500,0.7788366723395868,0.9910725969960036,False,False
RR_OBM_RR,RR + OBM-RR,13.814561882406839,22.310720751668008,96.0,0,1843824993,1.7001381961701993,0.2,0.1,50000,49000,100,659,500,0.7788366723395868,0.9910725969960036,False,False
RR_MSB,RR + MSB,13.814561882406839,22.02454365008022,96.0,0,1843824993,1.7001381961701993,0.2,0.1,50000,49000,100,659,500,0.7788366723395868,0.9910725969960036,False,False
RR_BATCH,RR + batch means,14.098181612284812,32.64891809745069,94.0,0,191664964,3.6494337442282094,0.2,0.1,50000,49000,100,659,500,0.6170130688482545,0.9783108365748661,False,False
RR_ORACLE,RR + oracle variance,14.098181612284934,33.82928262681968,95.0,0,191664964,3.6494337442282094,0.2,0.1,50000,49000,100,659,500,0.6170130688482545,0.9783108365748661,False,False
RR_OBM,RR + OBM,14.098181612284934,32.93431983240927,94.0,0,191664964,3.6494337442282094,0.2,0.1,50000,49000,100,659,500,0.6170130688482545,0.9783108365748661,False,False
RR_OBM_RR,RR + OBM-RR,14.098181612284934,32.94963058283531,95.0,0,191664964,3.6494337442282094,0.2,0.1,50000,49000,100,659,500,0.6170130688482545,0.9783108365748661,False,False
RR_MSB,RR + MSB,14.098181612284934,32.6764093867102,94.0,0,191664964,3.6494337442282094,0.2,0.1,50000,49000,100,659,500,0.6170130688482545,0.9783108365748661,False,False
RR_BATCH,RR + batch means,14.550576513838891,21.167023748791316,90.0,0,967196436,1.5225872863170185,0.2,0.1,50000,49000,100,659,500,0.71009375439602,0.9744737283784642,False,False
RR_ORACLE,RR + oracle variance,14.550576513838745,21.850991405704757,93.0,0,967196436,1.5225872863170185,0.2,0.1,50000,49000,100,659,500,0.71009375439602,0.9744737283784642,False,False
RR_OBM,RR + OBM,14.550576513838745,21.325164132980213,93.0,0,967196436,1.5225872863170185,0.2,0.1,50000,49000,100,659,500,0.71009375439602,0.9744737283784642,False,False
RR_OBM_RR,RR + OBM-RR,14.550576513838745,21.341901225801283,91.0,0,967196436,1.5225872863170185,0.2,0.1,50000,49000,100,659,500,0.71009375439602,0.9744737283784642,False,False
RR_MSB,RR + MSB,14.550576513838745,21.001811966190612,92.0,0,967196436,1.5225872863170185,0.2,0.1,50000,49000,100,659,500,0.71009375439602,0.9744737283784642,False,False
RR_BATCH,RR + batch means,15.975762301177664,30.344432153089606,91.0,0,275121931,3.0829958319904613,0.2,0.1,50000,49000,100,659,500,0.5797995358321507,0.9809040601384286,False,False
RR_ORACLE,RR + oracle variance,15.97576230117781,31.09327840345127,93.0,0,275121931,3.0829958319904613,0.2,0.1,50000,49000,100,659,500,0.5797995358321507,0.9809040601384286,False,False
RR_OBM,RR + OBM,15.97576230117781,30.283972212426736,91.0,0,275121931,3.0829958319904613,0.2,0.1,50000,49000,100,659,500,0.5797995358321507,0.9809040601384286,False,False
RR_OBM_RR,RR + OBM-RR,15.97576230117781,30.72555794480211,91.0,0,275121931,3.0829958319904613,0.2,0.1,50000,49000,100,659,500,0.5797995358321507,0.9809040601384286,False,False
RR_MSB,RR + MSB,15.97576230117781,29.638681047291414,91.0,0,275121931,3.0829958319904613,0.2,0.1,50000,49000,100,659,500,0.5797995358321507,0.9809040601384286,False,False
RR_BATCH,RR + batch means,11.571426226535078,21.066022508118458,93.0,0,1803345591,1.560769649441434,0.2,0.1,50000,49000,100,659,500,0.7700944482408887,0.9718405574716356,False,False
RR_ORACLE,RR + oracle variance,11.571426226536348,22.123276756446458,95.0,0,1803345591,1.560769649441434,0.2,0.1,50000,49000,100,659,500,0.7700944482408887,0.9718405574716356,False,False
RR_OBM,RR + OBM,11.571426226536348,21.445689001881867,92.0,0,1803345591,1.560769649441434,0.2,0.1,50000,49000,100,659,500,0.7700944482408887,0.9718405574716356,False,False
RR_OBM_RR,RR + OBM-RR,11.571426226536348,21.58322269746251,94.0,0,1803345591,1.560769649441434,0.2,0.1,50000,49000,100,659,500,0.7700944482408887,0.9718405574716356,False,False
RR_MSB,RR + MSB,11.571426226536348,21.156365487744388,92.0,0,1803345591,1.560769649441434,0.2,0.1,50000,49000,100,659,500,0.7700944482408887,0.9718405574716356,False,False
RR_BATCH,RR + batch means,8.94342383018916,19.540490506816813,99.0,0,1990212659,1.288161905605608,0.2,0.1,50000,49000,100,659,500,0.8433534285194172,0.9410252605005613,False,False
RR_ORACLE,RR + oracle variance,8.943423830190135,20.098575266331515,99.0,0,1990212659,1.288161905605608,0.2,0.1,50000,49000,100,659,500,0.8433534285194172,0.9410252605005613,False,False
RR_OBM,RR + OBM,8.943423830190135,19.62213161782804,99.0,0,1990212659,1.288161905605608,0.2,0.1,50000,49000,100,659,500,0.8433534285194172,0.9410252605005613,False,False
RR_OBM_RR,RR + OBM-RR,8.943423830190135,19.37632099495037,100.0,0,1990212659,1.288161905605608,0.2,0.1,50000,49000,100,659,500,0.8433534285194172,0.9410252605005613,False,False
RR_MSB,RR + MSB,8.943423830190135,19.51192565239626,99.0,0,1990212659,1.288161905605608,0.2,0.1,50000,49000,100,659,500,0.8433534285194172,0.9410252605005613,False,False
RR_BATCH,RR + batch means,12.381890745110713,25.413347538263984,91.0,0,1130604998,2.1629023445129523,0.2,0.1,50000,49000,100,659,500,0.8180013399446049,0.9648496803828693,False,False
RR_ORACLE,RR + oracle variance,12.381890745111034,26.043449236477922,93.0,0,1130604998,2.1629023445129523,0.2,0.1,50000,49000,100,659,500,0.8180013399446049,0.9648496803828693,False,False
RR_OBM,RR + OBM,12.381890745111034,25.537701578252413,92.0,0,1130604998,2.1629023445129523,0.2,0.1,50000,49000,100,659,500,0.8180013399446049,0.9648496803828693,False,False
RR_OBM_RR,RR + OBM-RR,12.381890745111034,25.763275589850014,92.0,0,1130604998,2.1629023445129523,0.2,0.1,50000,49000,100,659,500,0.8180013399446049,0.9648496803828693,False,False
